"V7","strain"
28.26148,1.40313695070247
28.43591,1.40923588882018
28.61035,1.41543012284596
28.78478,1.42171965277984
28.95921,1.42781859089752
29.13364,1.4342034167395
29.30808,1.44039765076529
29.48252,1.44649658888297
29.65695,1.45278611881684
29.83138,1.45917094465882
30.00582,1.46536517868459
30.18025,1.47184530043465
30.35469,1.47813483036852
30.52912,1.4844243603024
30.70355,1.49080918614436
30.87799,1.49728930789442
31.05242,1.50357883782829
31.22686,1.51005895957833
31.4013,1.51644378542031
31.57572,1.52273331535418
31.75016,1.52921343710423
31.9246,1.53569355885429
32.09903,1.54207838469624
32.27346,1.54865380235439
32.4479,1.55503862819635
32.62234,1.56151874994639
32.79676,1.56818946351262
32.9712,1.57495547298694
33.14563,1.58181677836936
33.32007,1.58896397147604
33.4945,1.5962064604908
33.66894,1.60421131677028
33.84337,1.6126926525902
34.01781,1.6212692843182
34.19224,1.63041769149476
34.36668,1.64337793499485
34.54111,1.66834546291417
